customer_id,customer_name,customer_type,province,city,registration_date,monthly_shipping_budget
C024379,Lwazi Molefe,Enterprise,Gauteng,Soweto,2019-11-12,45576.28
C024380,Sipho Adams,Individual,Gauteng,Midrand,2019-07-22,5320.18
C024381,Themba Modise,Individual,Western Cape,,2024-11-08,4289.63
C024382,Karabo Nkosi,Individual,Northern Cape,Kimberley,2018-10-18,73505.33
C024383,Nandi Mahlangu,Business,Gauteng,Johannesburg,2026-05-21,3663.3
C024384,Nomsa Adams,Business,Gauteng,Johannesburg,2020-01-14,38855.57
C024385,Kagiso Adams,Individual,Limpopo,Polokwane,2018-10-04,3307.88
C024386,Sipho Molefe,Individual,WESTERN CAPE,Bellville,2019-05-24,17442.05
C024387,Siyabonga Cele,Individual,Limpopo,Tzaneen,2020-10-13,9696.76
C024388,Zanele Mabena,Business, Gauteng ,Midrand,2021-02-27,28503.99
C024389,Bongani Botha,Individual,KwaZulu-Natal,Pietermaritzburg,2021-02-18,315206.16
C024390,Lwazi Adams,Business,Gauteng,Pretoria,2021-11-04,40088.13
C024391,Nandi Khumalo,Individual,North West,Mahikeng,2021-10-27,9796.87
C024392,Nomsa Khumalo,Individual,Eastern Cape,,2024-05-22,91579.69
C024393,Busisiwe Maseko,Enterprise,KwaZulu-Natal,Durban,2025-02-11,9690.18
C024394,Nomsa Jacobs,Business,Gauteng,Centurion,2024-10-06,87472.78
C024395,Lindelwa Van Wyk,Individual,Gauteng,Midrand,2018-06-09,324243.36
C024396,Lwazi Khumalo,Business,North West,Mahikeng,2021-02-28,6950.27
C024397,Kagiso Mabena,Individual,North West,Klerksdorp,2022-04-01,16975.5
C024398,Busisiwe Ndlovu,Business,Gauteng,Pretoria,2020-10-30,12987.18
C024399,Tshepo Cele,Individual,Eastern Cape,Grahamstown,2019-11-23,2533.35
C024400,Siyabonga Mahlangu,Business,KwaZulu-Natal,Umhlanga,2021-11-21,36321.17
C024401,Kagiso Zulu,Individual,Western Cape,Worcester,2022-12-05,18449.62
C024402,Nokuthula Molefe,Business,Gauteng,Johannesburg,2025-09-17,15838.93
C024403,Lwazi Khumalo,Individual,Free State,Kroonstad,2019-03-24,1903.84
C024404,Siyabonga Khumalo,Individual,KwaZulu-Natal,Newcastle,2023-07-27,1787.96
C024405,Sibusiso Mabena,Business,Western Cape,Stellenbosch,2026-04-27,54463.43
C024406,Tshepo Nkosi,Individual,Gauteng,Centurion,2021-12-23,1581.61
C024407,Themba Zulu,Business,Gauteng,Centurion,2021-02-25,22032.86
C024408,Kabelo Williams,Business,Gauteng,Centurion,2025-06-05,21013.26
C024409,Lwazi Sithole,Individual,KwaZulu-Natal,Durban,2021-01-16,13397.16
C024410,Themba Van Wyk,Business,KwaZulu-Natal,Newcastle,2025-05-05,19946.67
C024411,Ayanda Pillay,Individual,Western Cape,George,2024-10-13,3601.73
C024412,Tshepo Modise,Business,Western Cape,George,2020-12-18,4950.54
C024413,Thabo Jacobs,Business,Limpopo,Thohoyandou,2019-02-07,6335.72
C024414,Bongani Modise,Individual,Gauteng,Johannesburg,2019-04-06,12123.53
C024415,Thabo Adams,Individual,Mpumalanga,Mbombela,2018-05-10,5005.51
C024416,Sibusiso Pillay,Individual,Limpopo,Thohoyandou,2020-04-26,42696.52
C024417,Themba Sithole,Individual,KwaZulu-Natal,Richards Bay,2019-04-14,4148.98
C024418,Sibusiso Jacobs,Individual,Gauteng,Midrand,2024-12-23,8924.27
C024419,Zanele Sithole,Business,Gauteng,Pretoria,2023-05-20,22291.23
C024420,Nomsa Zulu,Business,Western Cape,Cape Town,2021-11-22,8108.95
C024421,Lindelwa Dlamini,Individual,KwaZulu-Natal,Umhlanga,2020-12-08,19239.14
C024422,Amanda Maseko,Enterprise,Free State,Kroonstad,2020-12-21,4839.31
C024423,Precious Zulu,Individual,KwaZulu-Natal,Durban,2021-10-29,10745.54
C024424,Lerato Mahlangu,Individual,KwaZulu-Natal,Richards Bay,2026-06-23,18669.53
C024425,Lerato Williams,Individual,Eastern Cape,East London,2019-11-12,21608.26
C024426,Karabo Adams,Business,Gauteng,Johannesburg,2018-11-16,17362.04
C024427,Phumzile Jacobs,Individual,Eastern Cape,East London,2023-10-18,26037.25
C024428,Nokuthula Williams,Individual,Western Cape,George,2024-05-16,37454.35
C024429,Bongani Moyo,Individual,KwaZulu-Natal,Umhlanga,2021-08-17,14210.34
C024430,Themba Moyo,Individual,Eastern Cape,Grahamstown,2022-04-20,9369.03
C024431,Ayanda Cele,Individual,Gauteng,Soweto,2021-05-23,20546.46
C024432,Lerato Dlamini,Individual,KwaZulu-Natal,Durban,2020-11-08,47527.85
C024433,Amanda Mthembu,Individual,Western Cape,George,2020-08-29,6347.48
C024434,Bongani Nkosi,Individual,KwaZulu-Natal,Umhlanga,2024-08-21,2994.03
C024435,Themba Mabena,Business,Eastern Cape,Gqeberha,2024-05-20,12629.9
C024436,Sibusiso Cele,Individual,Gauteng,Sandton,2021-12-18,106721.26
C024437,Nandi Naidoo,Individual,Eastern Cape,Grahamstown,2021-12-04,41867.75
C024438,Dumisani Botha,Business,Free State,Kroonstad,2019-11-29,15628.06
C024439,Mandla Adams,Business,Mpumalanga,Nelspruit,2019-12-27,7215.9
C024440,Lindelwa Adams,Individual,KwaZulu-Natal,Umhlanga,2022-02-02,28331.14
C024441,Zanele Van Wyk,Individual,Gauteng,Centurion,2019-09-09,37051.47
C024442,Siyabonga Ndlovu,Enterprise,Gauteng,Sandton,2020-09-04,10431.54
C024443,Sibusiso Sithole,Individual,Eastern Cape,Mthatha,2021-09-14,2067.18
C024444,Themba Van Wyk,Business,KwaZulu-Natal,Newcastle,2018-02-10,10181.4
C024445,Nomsa Khumalo,Business,Western Cape,Bellville,2022-11-30,5567.52
C024446,Lindelwa Sithole,Individual,Gauteng,Centurion,2025-06-17,14063.78
C024447,Lerato Williams,Individual,Free State,Kroonstad,2021-04-28,15451.96
C024448,Siyabonga Van Wyk,Individual,Eastern Cape,Gqeberha,2025-12-07,29492.66
C024449,Tshepo Botha,Business,Western Cape,Worcester,2024-06-25,38724.73
C024450,Lerato Maseko,Individual,KwaZulu-Natal,Pietermaritzburg,2021-12-24,10035.72
C024451,Themba Ndlovu,Individual,Western Cape,Worcester,2024-01-22,2154.4
C024452,Mpho Modise,Individual,KwaZulu-Natal,Newcastle,2020-08-07,148300.31
C024453,Precious Cele,Individual,Gauteng,Soweto,2024-05-31,6252.73
C024454,Thabo Williams,Individual,North West,Klerksdorp,2022-06-09,95644.38
C024455,Siyabonga Nkosi,Individual,Gauteng,Centurion,2026-02-08,4261.32
C024456,Themba Williams,Business,Gauteng,Soweto,2024-01-10,15243.0
C024457,Zanele Khumalo,Business,Limpopo,Tzaneen,2022-04-02,25173.64
C024458,Nokuthula Mabena,Individual,Gauteng,Soweto,2019-12-04,1190.42
C024459,Karabo Dlamini,Individual,KwaZulu-Natal,Pietermaritzburg,2021-10-12,
C024460,Tshepo Mkhize,Individual,Northern Cape,Kuruman,2019-02-13,9655.66
C024461,Nomsa Moyo,Individual,Mpumalanga,Witbank,2020-04-18,6781.13
C024462,Themba Mabena,Individual,Gauteng,Midrand,2022-04-09,20048.96
C024463,Lindelwa Dlamini,Individual,Gauteng,Johannesburg,2021-07-01,17196.72
C024464,Phumzile Mabena,Business,Western Cape,Bellville,2018-08-17,33152.83
C024465,Tshepo Mokoena,Individual,KwaZulu-Natal,Richards Bay,2020-12-21,47057.34
C024466,Ayanda Molefe,Business,Gauteng,Soweto,2022-10-08,2754.91
C024467,Karabo Mkhize,Individual,Limpopo,Polokwane,2022-04-10,37343.8
C024468,Lerato Zulu,Business,Gauteng,Sandton,2026-02-23,17544.6
C024469,Nandi Sithole,Individual,Western Cape,Paarl,2023-10-22,61101.7
C024470,Kabelo Mokoena,Individual,Gauteng,Midrand,2021-05-08,8367.5
C024471,Mandla Pillay,Business,KwaZulu-Natal,Umhlanga,2025-04-15,383947.89
C024472,Kabelo Adams,Individual,Gauteng,Midrand,2026-06-19,27888.72
C024473,Sibusiso Maseko,Individual,Free State,Bloemfontein,2020-03-08,4398.17
C024474,Lindelwa Ngcobo,Individual,Gauteng,Sandton,2020-05-17,93195.9
C024475,Lindelwa Dlamini,Individual,KwaZulu-Natal,Richards Bay,2024-01-28,14233.86
C024476,Lwazi Molefe,Individual,Gauteng,Pretoria,2019-07-31,7078.72
C024477,Phumzile Moyo,Individual,Eastern Cape,Mthatha,2024-08-07,4355.31
C024478,Dumisani Botha,Business,Eastern Cape,Grahamstown,2021-12-24,2389.27
C024479,Sipho Mabena,Business,Northern Cape,Kuruman,2022-12-17,13862.81
C024480,Amanda Maseko,Individual,Free State,Kroonstad,2025-10-09,72896.28
C024481,Precious Nkosi,Enterprise,Western Cape,Cape Town,2023-01-15,1915.85
C024482,Karabo Dlamini,Individual,Eastern Cape,Grahamstown,2025-09-25,1199.61
C024483,Busisiwe Pillay,Individual,Gauteng,Centurion,2022-09-13,1166.72
C024484,Mpho Maseko,Business,Gauteng,Sandton,2023-01-31,20403.27
C024485,Sipho Khumalo,Individual,Western Cape,Bellville,2021-10-18,11090.85
C024486,Themba Dlamini,Individual,Mpumalanga,Mbombela,2018-04-27,15815.85
C024487,Mandla Adams,Individual,Mpumalanga,Middelburg,2018-11-05,4664.48
C024488,Mandla Adams,Business,Western Cape,Stellenbosch,2018-08-24,5345.18
C024489,Lwazi Dlamini,Individual,Gauteng,Centurion,2022-07-12,
C024490,Nokuthula Maseko,Business,Limpopo,Thohoyandou,2019-08-05,1688.63
C024491,Sibusiso Moyo,Individual,Gauteng,Pretoria,2021-02-10,11009.27
C024492,Kagiso Molefe,Individual,Gauteng,Midrand,2022-07-02,1592.52
C024493,Sibusiso Van Wyk,Individual,Eastern Cape,Grahamstown,2021-05-27,7626.93
C024494,Busisiwe Modise,Individual,Western Cape,George,2025-11-12,10730.86
C024495,Busisiwe Ngcobo,Individual,Western Cape,Paarl,2018-11-15,7514.34
C024496,Lindelwa Adams,Individual,Eastern Cape,Mthatha,2018-08-26,2679.37
C024497,Precious Cele,Individual,KwaZulu-Natal,Durban,2022-08-24,12265.19
C024498,Busisiwe Moyo,Individual,Western Cape,George,2018-02-02,36153.42
C024499,Karabo Mthembu,Individual,KwaZulu-Natal,Umhlanga,2024-08-29,23683.41
C024500,Bongani Mokoena,Business,Limpopo,Tzaneen,2024-11-15,9360.33
C024501,Busisiwe Molefe,Individual,Gauteng,Soweto,2020-05-09,3611.39
C024502,Sipho Khumalo,Individual,Western Cape,George,2025-06-13,16486.25
C024503,Nokuthula Ndlovu,Individual,Gauteng,Johannesburg,2024-12-26,49466.87
C024504,Nomsa Pillay,Individual,Free State,Kroonstad,2025-01-20,3880.07
C024505,Nokuthula Naidoo,Individual,KwaZulu-Natal,Durban,2023-08-22,1140.56
C024506,Amanda Mabena,Enterprise,Free State,Kroonstad,2018-11-25,4362.48
C024507,Phumzile Adams,Individual,Eastern Cape,Grahamstown,2025-08-22,23556.44
C024508,Thabo Botha,Individual,KwaZulu-Natal,Richards Bay,2025-11-10,6191.69
C024509,Mpho Nkosi,Business,Eastern Cape,Grahamstown,2019-09-07,49909.04
C024510,Lerato Ngcobo,Enterprise,Eastern Cape,Mthatha,2021-01-06,18594.09
C024511,Bongani Pillay,Business,Free State,Kroonstad,2022-01-17,6544.98
C024512,Kabelo Dlamini,Business,Mpumalanga,Witbank,2019-11-17,11973.71
C024513,Amanda Mabena,Business,Gauteng,Centurion,2025-09-07,504.01
C024514,Lindelwa Cele,Individual,KwaZulu-Natal,Umhlanga,2025-06-19,56588.73
C024515,Nokuthula Nkosi,Individual,Gauteng,Midrand,2019-01-26,41507.07
C024516,Thabo Pillay,Individual,Gauteng,Sandton,2025-05-05,5582.88
C024517,Amanda Zulu,Individual,Gauteng,Soweto,2025-10-06,2211.43
C024518,Nandi Zulu,Individual,Gauteng,Sandton,2021-04-06,2892.62
C024519,Lindelwa Adams,Individual,KwaZulu-Natal,Durban,2020-01-25,109451.11
C024520,Amanda Mabena,Business,Western Cape,Paarl,2020-08-21,26466.61
C024521,Lindelwa Mokoena,Individual,Mpumalanga,Nelspruit,2026-06-15,7293.8
C024522,Bongani Naidoo,Individual,Eastern Cape,Mthatha,2023-11-10,44232.16
C024523,Tshepo Zulu,Business,Eastern Cape,Gqeberha,2019-06-21,16774.81
C024524,Precious Adams,Individual,KwaZulu-Natal,Newcastle,2021-11-29,109671.63
C024525,Tshepo Cele,Individual,Gauteng,Soweto,2026-03-12,47422.04
C024526,Precious Molefe,Business,Limpopo,Polokwane,2019-09-11,12410.88
C024527,Zanele Ndlovu,Individual,Mpumalanga,Witbank,2021-07-05,4573.11
C024528,Mpho Nkosi,Business,Gauteng,Soweto,2019-07-17,178714.37
C024529,Zanele Pillay,Business,Free State,Kroonstad,2025-02-18,26117.28
C024530,Siyabonga Jacobs,Individual,Gauteng,Centurion,2022-11-24,8997.23
C024531,Nokuthula Botha,Business,Gauteng,Sandton,2020-08-05,45820.58
C024532,Sipho Mahlangu,Individual,Western Cape,Bellville,2021-11-19,39725.93
C024533,Ayanda Modise,Business,Limpopo,Thohoyandou,2024-08-19,3988.47
C024534,Themba Williams,Individual,Eastern Cape,Gqeberha,2021-03-06,175239.62
C024535,Lindelwa Zulu,Individual,KwaZulu-Natal,Newcastle,2018-09-12,11662.49
C024536,Ayanda Nkosi,Individual,Limpopo,Thohoyandou,2019-04-08,21027.09
C024537,Sibusiso Mkhize,Individual,Gauteng,Midrand,2025-03-16,16190.7
C024538,Lerato Williams,Business,Western Cape,Paarl,2022-01-15,15630.59
C024539,Lerato Cele,Individual,Gauteng,Johannesburg,2018-02-15,517082.34
C024540,Nomsa Khumalo,Individual,KwaZulu-Natal,Richards Bay,2022-12-03,46606.79
C024541,Siyabonga Williams,Individual,Limpopo,Thohoyandou,2022-11-18,3753.62
C024542,Nokuthula Ngcobo,Individual,North West,Klerksdorp,2023-01-20,6949.55
C024543,Themba Dlamini,Business,Free State,Bloemfontein,2019-07-21,31445.88
C024544,Ayanda Mokoena,Business,Gauteng,Midrand,2023-07-19,9862.23
C024545,Phumzile Mkhize,Individual,Western Cape,Bellville,2018-10-16,43639.1
C024546,Lwazi Mabena,Business,Free State,Kroonstad,2022-08-22,27259.41
C024547,Nomsa Khumalo,Individual,Gauteng,Centurion,2018-03-24,8393.08
C024548,Nomsa Jacobs,Business,Western Cape,Paarl,2021-10-06,12781.01
C024549,Sibusiso Pillay,Business,Free State,Welkom,2020-06-21,44679.61
C024550,Siyabonga Mabena,Individual,Northern Cape,Kimberley,2025-01-23,46599.92
C024551,Zanele Ndlovu,Business,Gauteng,Sandton,2020-05-12,7248.25
C024552,Precious Khumalo,Business,Gauteng,Pretoria,2024-07-14,4445.87
C024553,Sibusiso Mokoena,Individual,Northern Cape,Kimberley,2025-11-23,67648.48
C024554,Phumzile Modise,Individual,Gauteng,Johannesburg,2026-04-30,944.1
C024555,Lindelwa Molefe,Individual,Western Cape,Bellville,2023-03-24,3702.65
C024556,Karabo Dlamini,Business,Free State,Welkom,2020-03-14,53565.48
C024557,Bongani Nkosi,Individual,Free State,Bloemfontein,2018-04-24,32270.7
C024558,Busisiwe Adams,Individual,North West,Potchefstroom,2025-07-27,44555.27
C024559,Kabelo Molefe,Business,Free State,Bloemfontein,2025-09-03,12636.89
C024560,Karabo Adams,Individual,KwaZulu-Natal,Newcastle,2026-05-05,61840.6
C024561,Mandla Dlamini,Individual,KwaZulu-Natal,Newcastle,2023-02-15,3690.03
C024562,Lerato Maseko,Individual,Limpopo,Thohoyandou,2020-07-03,14018.55
C024563,Nokuthula Mkhize,Business,Mpumalanga,Mbombela,2021-06-21,5169.9
C024564,Phumzile Van Wyk,Individual,KwaZulu-Natal,Durban,2025-01-20,39611.39
C024565,Karabo Adams,Business,Gauteng,Midrand,2021-02-09,159696.47
C024566,Phumzile Khumalo,Individual,KwaZulu-Natal,Pietermaritzburg,2020-02-20,38116.1
C024567,Kagiso Pillay,Individual,Western Cape,Stellenbosch,2020-06-22,
C024568,Lwazi Modise,Individual,KwaZulu-Natal,Umhlanga,2022-04-10,29848.31
C024569,Tshepo Cele,Business,Gauteng,Sandton,2024-05-15,69483.33
C024570,Tshepo Khumalo,Business,Limpopo,Thohoyandou,2020-02-18,7585.38
C024571,Nomsa Mkhize,Individual,Gauteng,Midrand,2024-01-07,43478.17
C024572,Mpho Mkhize,Business,Western Cape,Cape Town,2019-10-05,11088.37
C024573,Nandi Williams,Individual,Gauteng,Pretoria,2020-01-09,142559.64
C024574,Busisiwe Khumalo,Individual, Mpumalanga ,Mbombela,2022-08-21,44311.02
C024575,Nomsa Pillay,Individual,Eastern Cape,East London,2023-10-14,59179.6
C024576,Amanda Sithole,Individual,Western Cape,,2026-06-23,26245.96
C024577,Sipho Molefe,Individual,Gauteng,Johannesburg,2018-12-11,94018.68
C024578,Phumzile Botha,Individual,KwaZulu-Natal,Richards Bay,2026-04-19,638.17
C024579,Karabo Mkhize,Individual,Gauteng,Soweto,2025-11-16,2009.44
C024580,Sibusiso Modise,Business,Gauteng,Sandton,2024-03-29,2608.03
C024581,Zanele Molefe,Business,Western Cape,Worcester,2020-07-16,4252.22
C024582,Lindelwa Zulu,Individual,Gauteng,Midrand,2018-07-10,46465.59
C024583,Sipho Maseko,Business,KwaZulu-Natal,Umhlanga,2023-08-22,29653.32
C024584,Lindelwa Ngcobo,Business,Gauteng,Pretoria,2025-02-08,40724.09
C024585,Busisiwe Sithole,Individual,Western Cape,Paarl,2018-07-13,9200.96
C024586,Mpho Botha,Business,Gauteng,Midrand,2024-01-12,379871.36
C024587,Kabelo Mthembu,Individual,Gauteng,Centurion,2018-08-26,26854.37
C024588,Tshepo Naidoo,Individual,KwaZulu-Natal,Newcastle,2018-09-22,8524.93
C024589,Ayanda Mahlangu,Individual,Gauteng,Sandton,2020-10-02,3249.55
C024590,Karabo Maseko,Individual,Western Cape,Worcester,2026-03-07,1649.21
C024591,Bongani Khumalo,Individual,Free State,Bloemfontein,2025-06-20,1221.9
C024592,Amanda Zulu,Individual,Limpopo,Tzaneen,2020-12-15,21211.25
C024593,Themba Mokoena,Individual,Eastern Cape,Mthatha,2024-04-05,11438.25
C024594,Dumisani Mokoena,Individual,Western Cape,George,2026-05-21,3330.13
C024595,Phumzile Nkosi,Individual,Western Cape,Bellville,2024-03-31,266270.64
C024596,Lerato Mkhize,Individual,Western Cape,Cape Town,2018-06-23,11600.23
C024597,Bongani Cele,Business,Gauteng,Pretoria,2023-09-01,7653.09
C024598,Mpho Cele,Individual,Western Cape,George,2018-12-23,12075.44
C024599,Precious Maseko,Individual,Gauteng,Sandton,2020-11-25,85597.84
C024600,Nomsa Maseko,Individual,Gauteng,Johannesburg,2025-05-23,22230.34
C024601,Busisiwe Molefe,Individual,Gauteng,Johannesburg,2019-04-09,500.0
C024602,Nomsa Mthembu,Business,Western Cape,Cape Town,2020-07-17,6582.85
C024603,Tshepo Jacobs,Individual,Gauteng,Pretoria,2018-07-06,5681.48
C024604,Precious Ndlovu,Individual,Limpopo,Polokwane,2025-09-15,21680.38
C024605,Dumisani Naidoo,Business,Western Cape,Worcester,2025-11-10,14070.45
C024606,Nokuthula Mokoena,Enterprise,KwaZulu-Natal,Richards Bay,2024-01-01,49126.37
C024607,Tshepo Mokoena,Individual,Gauteng,Centurion,2020-08-24,1903.64
C024608,Precious Jacobs,Individual,Gauteng,Soweto,2019-12-29,82204.55
C024609,Lindelwa Williams,Business,Western Cape,Worcester,2020-10-15,3092.29
C024610,Karabo Zulu,Individual,kwazulu-natal,Newcastle,2024-02-14,20370.05
C024611,Nomsa Mahlangu,Individual,Western Cape,Cape Town,2025-06-01,24328.67
C024612,Zanele Mthembu,Individual,Gauteng,Midrand,2026-03-23,3678.44
C024613,Dumisani Maseko,Individual,Gauteng,Midrand,2020-07-01,23170.53
C024614,Nandi Maseko,Individual,North West,Klerksdorp,2024-11-22,20612.12
C024615,Thabo Khumalo,Individual,Gauteng,Centurion,2020-12-31,35567.68
C024616,Mandla Williams,Enterprise,Gauteng,Pretoria,2023-04-19,29628.59
C024617,Phumzile Modise,Business,Gauteng,Johannesburg,2019-08-30,9692.47
C024618,Karabo Maseko,Business,Northern Cape,Upington,2021-04-24,4143.94
C024619,Tshepo Ngcobo,Individual,KwaZulu-Natal,Newcastle,2020-04-16,17122.96
C024620,Sibusiso Mthembu,Business,Mpumalanga,Witbank,2026-05-15,10987.91
C024621,Sibusiso Mabena,Individual,Western Cape,Cape Town,2024-05-04,29186.26
C024622,Kabelo Zulu,Individual,North West,Klerksdorp,2025-07-29,13174.3
C024623,Nokuthula Mahlangu,Business,Limpopo,Tzaneen,2025-12-23,5492.53
C024624,Themba Pillay,Individual,KwaZulu-Natal,Pietermaritzburg,2020-04-05,91695.23
C024625,Nandi Mkhize,Individual,Eastern Cape,Grahamstown,2024-09-21,5764.78
C024626,Ayanda Ndlovu,Individual,KwaZulu-Natal,Umhlanga,2024-10-20,11615.28
C024627,Thabo Naidoo,Business,Gauteng,Centurion,2022-07-23,31332.19
C024628,Themba Moyo,Individual,KwaZulu-Natal,Richards Bay,2022-02-01,1729.47
C024629,Busisiwe Mokoena,Business,Limpopo,Thohoyandou,2024-03-06,7868.48
C024630,Karabo Moyo,Individual,Western Cape,George,2018-11-03,11130.64
C024631,Mandla Mthembu,Individual,Gauteng,Midrand,2020-01-08,29945.58
C024632,Zanele Mabena,Individual,Gauteng,Johannesburg,2023-09-22,175530.61
C024633,Ayanda Mthembu,Individual,Western Cape,Paarl,2018-10-05,36604.17
C024634,Nokuthula Moyo,Individual,Eastern Cape,Grahamstown,2020-04-12,79956.34
C024635,Amanda Williams,Individual,KwaZulu-Natal,,2022-01-30,19672.52
C024636,Busisiwe Modise,Enterprise,North West,Rustenburg,2023-10-17,74283.34
C024637,Thabo Dlamini,Individual,KwaZulu-Natal,Umhlanga,2019-02-04,1084.78
C024638,Precious Naidoo,Individual,Free State,Welkom,2021-12-19,118526.75
C024639,Tshepo Botha,Individual,Gauteng,Pretoria,2019-11-05,27414.51
C024640,Nokuthula Mthembu,Individual,Gauteng,Soweto,2019-02-14,43804.22
C024641,Themba Modise,Enterprise,Eastern Cape,Gqeberha,2021-01-13,7980.09
C024642,Precious Khumalo,Business,KwaZulu-Natal,Durban,2024-07-09,6129.71
C024643,Zanele Mthembu,Individual,Western Cape,Cape Town,2019-03-21,74240.42
C024644,Bongani Zulu,Individual,KwaZulu-Natal,Pietermaritzburg,2022-10-06,16051.32
C024645,Thabo Modise,Individual,KwaZulu-Natal,Newcastle,2021-08-30,11109.51
C024646,Sipho Botha,Individual,Gauteng,Sandton,2019-04-14,16833.03
C024647,Siyabonga Ngcobo,Business,KwaZulu-Natal,Durban,2020-04-29,9478.41
C024648,Zanele Mabena,Individual,Gauteng,Johannesburg,2024-12-28,13058.63
C024649,Nokuthula Dlamini,Individual,Eastern Cape,East London,2018-10-16,3058.8
C024650,Zanele Botha,Individual,Gauteng,Sandton,2026-04-04,15759.11
C024651,Dumisani Ndlovu,Business,Gauteng,Sandton,2022-05-23,5868.14
C024652,Ayanda Adams,Enterprise,Western Cape,Stellenbosch,2019-04-23,98203.48
C024653,Ayanda Mahlangu,Individual,KwaZulu-Natal,Richards Bay,2023-12-19,92563.1
C024654,Kagiso Botha,Individual,Eastern Cape,East London,2018-11-13,36357.08
C024655,Mandla Dlamini,Business,Eastern Cape,Gqeberha,2023-03-16,80333.79
C024656,Nomsa Nkosi,Business,Western Cape,George,2021-03-15,22106.58
C024657,Themba Pillay,Individual,KwaZulu-Natal,Newcastle,2023-01-03,7016.65
C024658,Mpho Jacobs,Business,Western Cape,Stellenbosch,2025-05-01,64121.09
C024659,Siyabonga Dlamini,Business,Gauteng,Centurion,2024-01-08,199711.86
C024660,Kagiso Ndlovu,Individual,North West,Klerksdorp,2020-07-27,1831.86
C024661,Karabo Mahlangu,Individual,Western Cape,George,2023-11-14,7710.18
C024662,Lwazi Jacobs,Business,Gauteng,Midrand,2022-10-23,3978.72
C024663,Nandi Pillay,Individual,Mpumalanga,Middelburg,2024-09-24,15033.87
C024664,Tshepo Cele,Individual,Limpopo,Thohoyandou,2019-02-08,10395.9
C024665,Sibusiso Naidoo,Individual,Free State,Bloemfontein,2023-05-23,8062.16
C024666,Lindelwa Mahlangu,Individual,Gauteng,Sandton,2021-08-02,10033.98
C024667,Nomsa Mkhize,Individual,Mpumalanga,Mbombela,2023-08-03,27489.3
C024668,Nandi Jacobs,Individual,Western Cape,George,2023-12-03,18038.54
C024669,Sipho Molefe,Enterprise,Gauteng,Pretoria,2024-12-01,36149.05
C024670,Sipho Dlamini,Individual,Gauteng,Pretoria,2025-12-23,14990.13
C024671,Lwazi Nkosi,Individual,North West,Rustenburg,2022-01-25,17034.2
C024672,Themba Williams,Business,Eastern Cape,Mthatha,2020-11-03,
C024673,Nomsa Van Wyk,Individual,KwaZulu-Natal,Richards Bay,2020-09-25,32078.02
C024674,Sipho Mabena,Business,Gauteng,Midrand,2019-11-14,8091.41
C024675,Nokuthula Van Wyk,Business,Free State,Kroonstad,2023-07-31,4700.13
C024676,Themba Ngcobo,Individual,KwaZulu-Natal,Newcastle,2026-05-31,2863.01
C024677,Lindelwa Adams,Individual,KwaZulu-Natal,Newcastle,2026-05-20,7862.43
C024678,Siyabonga Mabena,Individual,KwaZulu-Natal,Pietermaritzburg,2018-07-08,11458.54
C024679,Sipho Dlamini,Individual,KwaZulu-Natal,Richards Bay,2025-03-11,6177.12
C024680,Tshepo Nkosi,Enterprise,Western Cape,George,2020-09-26,13843.83
C024681,Nokuthula Jacobs,Individual,Western Cape,Bellville,2026-05-26,13150.76
C024682,Precious Naidoo,Business,Western Cape,Bellville,2022-04-26,1861.85
C024683,Nokuthula Adams,Individual,KwaZulu-Natal,Pietermaritzburg,2024-10-08,59615.44
C024684,Phumzile Molefe,Business,Gauteng,Johannesburg,2022-04-15,6792.85
C024685,Busisiwe Mokoena,Business,Western Cape,Paarl,2019-05-16,913.85
C024686,Sipho Modise,Individual,Western Cape,Cape Town,2023-12-22,39711.54
C024687,Tshepo Mahlangu,Individual,KwaZulu-Natal,Richards Bay,2020-03-17,15932.47
C024688,Kabelo Williams,Individual,Gauteng,Pretoria,2024-05-07,5074.19
C024689,Kagiso Ndlovu,Individual,Western Cape,Bellville,2020-05-08,26820.85
C024690,Mandla Maseko,Individual,Gauteng,Centurion,2020-05-08,10097.61
C024691,Busisiwe Van Wyk,Individual,Western Cape,Worcester,2023-06-18,116617.97
C024692,Bongani Adams,Individual,Gauteng,Centurion,2025-12-05,7661.09
C024693,Phumzile Nkosi,Enterprise,Gauteng,Sandton,2022-02-22,6798.96
C024694,Nomsa Ndlovu,Individual,Northern Cape,Upington,2020-07-07,5777.04
C024695,Precious Molefe,Individual,Gauteng,Johannesburg,2023-07-23,55077.33
C024696,Nomsa Mabena,Individual,Gauteng,Sandton,2024-07-10,15557.03
C024697,Karabo Modise,Enterprise,Gauteng,Soweto,2023-01-01,868.55
C024698,Phumzile Jacobs,Business,Mpumalanga,Witbank,2018-10-05,1937.56
C024699,Dumisani Cele,Individual,Mpumalanga,Middelburg,2019-12-08,45206.58
C024700,Mpho Naidoo,Individual,Gauteng,Soweto,2024-04-18,14104.04
C024701,Siyabonga Adams,Individual,KwaZulu-Natal,Richards Bay,2022-10-07,31799.31
C024702,Nokuthula Jacobs,Business,Gauteng,Midrand,2024-05-17,12256.63
C024703,Mandla Mthembu,Individual,Mpumalanga,Witbank,2022-11-19,14315.68
C024704,Themba Mabena,Individual,KwaZulu-Natal,Richards Bay,2024-01-21,3341.0
C024705,Ayanda Maseko,Business,Gauteng,Sandton,2023-04-24,6956.61
