,customer_id,customer_name,customer_type,province,city,registration_date,monthly_shipping_budget
9959,C009960,Kabelo Van Wyk,Business,Gauteng,Centurion,2025-10-09,2782.19
9960,C009961,Sipho Mthembu,Individual,Gauteng,Midrand,2023-10-12,14944.89
9961,C009962,Kabelo Khumalo,Individual,Mpumalanga,Witbank,2020-06-28,13069.68
9962,C009963,Amanda Mahlangu,Individual,Western Cape,George,2023-01-26,48722.57
9963,C009964,Mpho Molefe,Business,Kwazulu-Natal,Umhlanga,2026-02-08,3370.53
9964,C009965,Karabo Ndlovu,Individual,Eastern Cape,Grahamstown,2024-07-19,5907.91
9965,C009966,Nandi Molefe,Individual,Gauteng,Pretoria,2025-12-23,10822.24
9966,C009967,Amanda Mahlangu,Business,Gauteng,Sandton,2024-05-06,131905.99
9967,C009968,Ayanda Ngcobo,Individual,Gauteng,Centurion,2025-04-06,26559.69
9968,C009969,Lwazi Mabena,Enterprise,Western Cape,Stellenbosch,2024-05-23,5880.78
9969,C009970,Nandi Khumalo,Individual,Kwazulu-Natal,Umhlanga,2025-02-12,35081.63
9970,C009971,Ayanda Moyo,Business,Kwazulu-Natal,Newcastle,2024-02-18,17471.76
9971,C009972,Sibusiso Mkhize,Business,Eastern Cape,Grahamstown,2023-06-30,32148.86
9972,C009973,Tshepo Sithole,Business,Eastern Cape,Grahamstown,2026-05-11,33244.01
9973,C009974,Tshepo Adams,Individual,Western Cape,Stellenbosch,2018-12-11,28884.15
9974,C009975,Busisiwe Modise,Individual,Kwazulu-Natal,Umhlanga,2024-07-17,8227.65
9975,C009976,Ayanda Dlamini,Business,Gauteng,Soweto,2024-11-28,14157.29
9976,C009977,Mpho Mabena,Individual,Gauteng,Centurion,2026-03-27,7778.44
9977,C009978,Kabelo Maseko,Individual,North West,Rustenburg,2018-12-26,584.78
9978,C009979,Lwazi Molefe,Individual,Western Cape,Bellville,2025-05-15,128112.76
9979,C009980,Sipho Van Wyk,Business,Kwazulu-Natal,Pietermaritzburg,2019-08-01,13488.72
9980,C009981,Precious Naidoo,Enterprise,Kwazulu-Natal,Pietermaritzburg,2024-09-08,16790.26
9981,C009982,Thabo Ndlovu,Business,Western Cape,George,2025-05-18,8571.7
9982,C009983,Sibusiso Van Wyk,Enterprise,Western Cape,Bellville,2023-07-07,3471.25
9983,C009984,Nokuthula Ndlovu,Individual,Kwazulu-Natal,Newcastle,2021-02-06,2781.98
9984,C009985,Lwazi Adams,Individual,Kwazulu-Natal,Pietermaritzburg,2019-11-10,5560.36
9985,C009986,Lindelwa Mkhize,Individual,Western Cape,Stellenbosch,2024-11-20,16922.93
9986,C009987,Themba Botha,Enterprise,Eastern Cape,Grahamstown,2021-06-25,3391.1
9987,C009988,Sibusiso Zulu,Individual,Northern Cape,Upington,2024-12-16,14944.89
9988,C009989,Karabo Mthembu,Individual,Free State,Kroonstad,2024-12-08,9117.66
9989,C009990,Kagiso Cele,Individual,Kwazulu-Natal,Pietermaritzburg,2018-09-01,26021.32
9990,C009991,Nandi Adams,Business,Eastern Cape,Mthatha,2024-02-08,1533.99
9991,C009992,Mpho Mkhize,Individual,Gauteng,Sandton,2018-11-05,21041.92
9992,C009993,Kabelo Mthembu,Individual,Kwazulu-Natal,Umhlanga,2018-05-24,18381.77
9993,C009994,Ayanda Pillay,Business,Mpumalanga,Unknown,2020-03-01,11238.32
9994,C009995,Phumzile Sithole,Individual,Western Cape,Bellville,2026-05-01,6279.55
9995,C009996,Precious Adams,Individual,Western Cape,Cape Town,2021-10-29,2254.74
9996,C009997,Dumisani Modise,Individual,Kwazulu-Natal,Richards Bay,2020-11-18,16398.84
9997,C009998,Sibusiso Van Wyk,Individual,Gauteng,Soweto,2019-09-25,3369.48
9998,C009999,Kagiso Moyo,Individual,Gauteng,Midrand,2025-04-01,112004.57
9999,C010000,Tshepo Naidoo,Individual,Western Cape,Stellenbosch,2018-09-01,13077.52
10000,C010001,Sibusiso Adams,Individual,Gauteng,Pretoria,2025-07-01,85818.83
10001,C010002,Mpho Mthembu,Individual,Western Cape,Paarl,2026-02-26,80365.16
10002,C010003,Busisiwe Mokoena,Business,Kwazulu-Natal,Durban,2018-10-01,2196.5
10003,C010004,Karabo Khumalo,Individual,Mpumalanga,Middelburg,2021-09-13,13606.72
10004,C010005,Lwazi Adams,Individual,Eastern Cape,Mthatha,2026-03-17,507.57
10005,C010006,Amanda Naidoo,Individual,Eastern Cape,Unknown,2022-04-23,6784.15
10006,C010007,Tshepo Modise,Individual,Mpumalanga,Middelburg,2020-10-31,7120.31
10007,C010008,Ayanda Adams,Individual,Gauteng,Soweto,2025-08-27,20267.93
10008,C010009,Phumzile Van Wyk,Individual,Kwazulu-Natal,Newcastle,2022-12-24,80116.56
10009,C010010,Lerato Williams,Individual,Gauteng,Soweto,2018-10-31,21495.85
10010,C010011,Karabo Pillay,Business,Western Cape,Stellenbosch,2025-02-22,15226.2
10011,C010012,Bongani Mabena,Business,Western Cape,George,2020-12-01,32404.7
10012,C010013,Karabo Khumalo,Business,Western Cape,Stellenbosch,2025-01-21,130649.12
10013,C010014,Amanda Naidoo,Individual,Kwazulu-Natal,Richards Bay,2018-12-03,67261.56
10014,C010015,Lindelwa Mabena,Business,Kwazulu-Natal,Newcastle,2024-10-21,9758.47
10015,C010016,Karabo Moyo,Business,Gauteng,Johannesburg,2020-07-07,64935.66
10016,C010017,Nokuthula Maseko,Individual,Gauteng,Pretoria,2022-07-27,1912.67
10017,C010018,Lindelwa Mahlangu,Individual,Kwazulu-Natal,Newcastle,2024-03-20,16931.54
10018,C010019,Mandla Mokoena,Individual,Gauteng,Pretoria,2025-08-06,11904.97
10019,C010020,Bongani Molefe,Individual,Free State,Welkom,2021-07-01,56780.24
10020,C010021,Mpho Cele,Individual,Limpopo,Tzaneen,2019-03-28,98113.31
10021,C010022,Mpho Moyo,Individual,Free State,Bloemfontein,2024-02-09,24670.21
10022,C010023,Tshepo Van Wyk,Business,Western Cape,Stellenbosch,2020-05-31,59825.14
10023,C010024,Busisiwe Modise,Business,Kwazulu-Natal,Durban,2018-01-30,15239.36
10024,C010025,Lerato Molefe,Individual,Free State,Welkom,2025-12-17,29309.99
10025,C010026,Mpho Dlamini,Business,Mpumalanga,Mbombela,2021-10-29,1439.29
10026,C010027,Dumisani Jacobs,Individual,Eastern Cape,Mthatha,2025-04-24,12213.64
10027,C010028,Siyabonga Sithole,Enterprise,Northern Cape,Kimberley,2025-09-27,50504.0
10028,C010029,Siyabonga Cele,Individual,Western Cape,Cape Town,2019-10-26,10719.39
10029,C010030,Ayanda Adams,Individual,North West,Rustenburg,2023-07-31,3753.63
10030,C010031,Lerato Moyo,Individual,Gauteng,Johannesburg,2020-06-08,100458.92
10031,C010032,Nandi Mokoena,Individual,Gauteng,Sandton,2025-02-02,10815.54
10032,C010033,Nokuthula Naidoo,Individual,North West,Rustenburg,2018-11-16,2062.64
10033,C010034,Themba Dlamini,Business,Gauteng,Midrand,2021-06-25,3269.06
10034,C010035,Amanda Mabena,Individual,Gauteng,Pretoria,2020-11-18,7523.68
10035,C010036,Themba Dlamini,Individual,Gauteng,Sandton,2018-10-18,61806.45
10036,C010037,Themba Botha,Individual,Eastern Cape,East London,2024-12-02,163341.17
10037,C010038,Tshepo Mkhize,Individual,Western Cape,Worcester,2019-03-24,500.0
10038,C010039,Phumzile Nkosi,Individual,Mpumalanga,Witbank,2024-12-13,33266.26
10039,C010040,Bongani Molefe,Individual,Gauteng,Sandton,2026-01-20,3564.59
10040,C010041,Kagiso Pillay,Enterprise,Kwazulu-Natal,Richards Bay,2023-07-04,4970.57
10041,C010042,Kabelo Nkosi,Individual,Kwazulu-Natal,Richards Bay,2026-01-08,14944.89
10042,C010043,Zanele Sithole,Individual,Free State,Bloemfontein,2021-04-02,17302.3
10043,C010044,Mandla Dlamini,Individual,Free State,Kroonstad,2021-11-21,51978.22
10044,C010045,Busisiwe Mahlangu,Individual,Western Cape,Paarl,2022-08-26,12739.03
10045,C010046,Nokuthula Adams,Individual,Gauteng,Pretoria,2026-06-17,8275.01
10046,C010047,Precious Ndlovu,Business,Gauteng,Centurion,2024-06-06,10356.3
10047,C010048,Tshepo Van Wyk,Individual,Kwazulu-Natal,Umhlanga,2022-12-14,834.67
10048,C010049,Sibusiso Nkosi,Individual,Gauteng,Sandton,2023-01-03,25576.19
10049,C010050,Tshepo Adams,Individual,Kwazulu-Natal,Durban,2026-01-21,1831.74
10050,C010051,Sibusiso Khumalo,Individual,Kwazulu-Natal,Richards Bay,2022-05-01,111062.96
10051,C010052,Tshepo Khumalo,Individual,Northern Cape,Upington,2024-12-04,80585.25
10052,C010053,Amanda Van Wyk,Individual,Gauteng,Sandton,2018-12-15,8769.46
10053,C010054,Bongani Modise,Individual,Western Cape,George,2019-04-05,7333.21
10054,C010055,Bongani Nkosi,Individual,Kwazulu-Natal,Newcastle,2019-06-27,561.3
10055,C010056,Sibusiso Moyo,Individual,Gauteng,Midrand,2019-04-09,62140.21
10056,C010057,Siyabonga Botha,Enterprise,Eastern Cape,Gqeberha,2022-07-06,11061.01
10057,C010058,Kagiso Nkosi,Individual,Gauteng,Soweto,2024-05-04,22936.91
10058,C010059,Themba Botha,Individual,Eastern Cape,East London,2023-03-10,11002.58
10059,C010060,Thabo Moyo,Individual,Western Cape,George,2025-06-24,18395.43
10060,C010061,Sipho Zulu,Individual,Gauteng,Pretoria,2022-09-06,12934.44
10061,C010062,Thabo Ngcobo,Individual,North West,Mahikeng,2022-02-22,33378.25
10062,C010063,Nokuthula Nkosi,Enterprise,North West,Mahikeng,2021-09-27,7491.1
10063,C010064,Nokuthula Ndlovu,Individual,Limpopo,Unknown,2019-07-17,1044.65
10064,C010065,Lerato Modise,Individual,Western Cape,Bellville,2020-01-31,98923.1
10065,C010066,Lerato Mkhize,Individual,Western Cape,Paarl,2025-07-24,2994.29
10066,C010067,Amanda Mokoena,Business,Gauteng,Midrand,2024-03-20,13907.51
10067,C010068,Busisiwe Mabena,Individual,Eastern Cape,Grahamstown,2023-08-19,4169.35
10068,C010069,Nandi Williams,Individual,Kwazulu-Natal,Newcastle,2020-05-28,114952.36
10069,C010070,Tshepo Van Wyk,Business,Eastern Cape,Mthatha,2018-02-01,51067.7
10070,C010071,Mpho Williams,Business,Limpopo,Polokwane,2025-02-13,16203.67
10071,C010072,Ayanda Mahlangu,Individual,Kwazulu-Natal,Richards Bay,2026-03-13,5242.95
10072,C010073,Zanele Modise,Individual,Eastern Cape,East London,2020-05-24,13894.7
10073,C010074,Kabelo Williams,Individual,Gauteng,Soweto,2023-06-21,5686.82
10074,C010075,Amanda Ngcobo,Business,Northern Cape,Kuruman,2023-09-22,4877.08
10075,C010076,Ayanda Williams,Business,Gauteng,Soweto,2025-02-01,39662.02
10076,C010077,Kagiso Moyo,Individual,Western Cape,Bellville,2019-08-01,7436.95
10077,C010078,Kabelo Dlamini,Individual,Mpumalanga,Middelburg,2023-02-15,27491.36
10078,C010079,Phumzile Naidoo,Individual,Western Cape,George,2022-03-27,16577.06
10079,C010080,Amanda Jacobs,Individual,Western Cape,Paarl,2021-11-04,23490.07
10080,C010081,Nomsa Van Wyk,Individual,Gauteng,Johannesburg,2023-05-27,2471.27
10081,C010082,Lwazi Cele,Business,Western Cape,Stellenbosch,2019-08-29,28737.53
10082,C010083,Mpho Mahlangu,Individual,Kwazulu-Natal,Pietermaritzburg,2023-02-20,8907.77
10083,C010084,Nomsa Mokoena,Business,Kwazulu-Natal,Umhlanga,2023-09-29,5899.13
10084,C010085,Ayanda Sithole,Individual,Gauteng,Pretoria,2024-07-02,37227.76
10085,C010086,Nandi Ngcobo,Individual,Kwazulu-Natal,Richards Bay,2026-01-28,8959.56
10086,C010087,Busisiwe Botha,Individual,Mpumalanga,Mbombela,2023-05-28,11279.89
10087,C010088,Zanele Van Wyk,Business,Limpopo,Thohoyandou,2025-05-06,3714.2
10088,C010089,Bongani Mabena,Business,Eastern Cape,Mthatha,2025-09-12,7950.42
10089,C010090,Lwazi Jacobs,Business,Kwazulu-Natal,Richards Bay,2023-10-25,290040.4
10090,C010091,Nomsa Adams,Business,Gauteng,Pretoria,2020-09-29,29017.08
10091,C010092,Dumisani Pillay,Individual,Eastern Cape,Grahamstown,2023-12-10,56473.61
10092,C010093,Kagiso Williams,Business,Gauteng,Soweto,2025-05-25,18931.85
10093,C010094,Mpho Ndlovu,Individual,Western Cape,Worcester,2026-01-14,15000.92
10094,C010095,Mandla Cele,Individual,Kwazulu-Natal,Newcastle,2022-06-19,66885.7
10095,C010096,Mandla Jacobs,Business,Kwazulu-Natal,Umhlanga,2023-08-04,18140.68
10096,C010097,Dumisani Mabena,Individual,Gauteng,Sandton,2024-06-08,8811.57
10097,C010098,Nomsa Williams,Individual,Western Cape,Stellenbosch,2019-10-11,12921.9
10098,C010099,Tshepo Zulu,Individual,Eastern Cape,Gqeberha,2022-12-11,8830.0
10099,C010100,Dumisani Modise,Individual,Gauteng,Midrand,2023-07-04,1801.47
10100,C010101,Mandla Mthembu,Individual,Mpumalanga,Mbombela,2023-06-01,129416.53
10101,C010102,Mpho Botha,Business,Eastern Cape,East London,2026-06-26,12736.69
10102,C010103,Kabelo Adams,Individual,Kwazulu-Natal,Pietermaritzburg,2025-08-19,3088.94
10103,C010104,Bongani Ndlovu,Individual,Gauteng,Sandton,2022-04-03,10524.45
10104,C010105,Themba Molefe,Individual,Kwazulu-Natal,Umhlanga,2023-08-16,6229.76
10105,C010106,Busisiwe Modise,Individual,Gauteng,Centurion,2025-02-14,6037.88
10106,C010107,Amanda Jacobs,Enterprise,Gauteng,Midrand,2018-03-14,20269.76
10107,C010108,Nomsa Botha,Individual,Kwazulu-Natal,Umhlanga,2019-09-04,64254.49
10108,C010109,Busisiwe Van Wyk,Individual,Kwazulu-Natal,Umhlanga,2024-11-21,18636.61
10109,C010110,Mandla Dlamini,Individual,Free State,Welkom,2024-11-15,17821.37
10110,C010111,Busisiwe Van Wyk,Individual,Eastern Cape,Grahamstown,2022-10-10,52563.67
10111,C010112,Lwazi Adams,Business,Kwazulu-Natal,Pietermaritzburg,2022-05-15,4755.22
10112,C010113,Lerato Molefe,Individual,Gauteng,Soweto,2025-08-25,6449.11
10113,C010114,Busisiwe Zulu,Individual,Limpopo,Polokwane,2019-11-07,2150.57
10114,C010115,Lindelwa Sithole,Individual,Limpopo,Tzaneen,2018-05-10,16282.58
10115,C010116,Busisiwe Naidoo,Business,Kwazulu-Natal,Newcastle,2025-03-13,7742.65
10116,C010117,Dumisani Nkosi,Individual,Kwazulu-Natal,Pietermaritzburg,2021-12-23,61165.21
10117,C010118,Tshepo Nkosi,Individual,Western Cape,George,2019-05-21,21119.92
10118,C010119,Themba Mabena,Individual,Western Cape,Cape Town,2020-07-30,25624.63
10119,C010120,Lerato Adams,Enterprise,Gauteng,Sandton,2022-03-02,24650.94
10120,C010121,Busisiwe Ngcobo,Individual,Kwazulu-Natal,Umhlanga,2018-09-07,22500.87
10121,C010122,Ayanda Mokoena,Enterprise,Limpopo,Thohoyandou,2018-02-07,41830.75
10122,C010123,Siyabonga Mthembu,Individual,Limpopo,Tzaneen,2025-01-31,36470.11
10123,C010124,Ayanda Van Wyk,Enterprise,Kwazulu-Natal,Richards Bay,2021-09-08,5292.96
10124,C010125,Kabelo Cele,Individual,Eastern Cape,Gqeberha,2025-11-15,35747.5
10125,C010126,Nandi Ndlovu,Individual,Kwazulu-Natal,Pietermaritzburg,2020-11-09,1643.38
10126,C010127,Bongani Mahlangu,Individual,Western Cape,Cape Town,2024-07-07,7785.72
10127,C010128,Nomsa Dlamini,Individual,Gauteng,Centurion,2020-12-27,1819.1
10128,C010129,Mpho Mokoena,Business,Kwazulu-Natal,Umhlanga,2024-08-25,8076.37
10129,C010130,Phumzile Khumalo,Business,Gauteng,Pretoria,2020-08-12,8842.15
10130,C010131,Nandi Modise,Business,Western Cape,Cape Town,2023-09-01,21015.82
10131,C010132,Themba Sithole,Individual,Western Cape,Worcester,2023-04-03,43536.26
10132,C010133,Dumisani Mokoena,Business,Western Cape,Paarl,2020-05-02,5159.55
10133,C010134,Tshepo Pillay,Individual,Limpopo,Thohoyandou,2019-07-27,36180.17
10134,C010135,Lerato Moyo,Individual,Free State,Bloemfontein,2022-11-07,20141.21
10135,C010136,Sibusiso Cele,Individual,Western Cape,Bellville,2023-01-22,16002.25
10136,C010137,Zanele Mokoena,Individual,Western Cape,Bellville,2025-04-07,15691.8
10137,C010138,Lwazi Cele,Individual,Kwazulu-Natal,Durban,2018-09-26,2139.98
10138,C010139,Lwazi Naidoo,Business,Kwazulu-Natal,Newcastle,2022-04-19,6818.77
10139,C010140,Themba Van Wyk,Business,Free State,Welkom,2024-06-19,13556.03
10140,C010141,Zanele Khumalo,Individual,Kwazulu-Natal,Pietermaritzburg,2022-09-19,64861.19
10141,C010142,Nandi Mkhize,Individual,Kwazulu-Natal,Pietermaritzburg,2023-03-12,16027.98
10142,C010143,Bongani Ndlovu,Individual,Kwazulu-Natal,Richards Bay,2019-07-28,5452.54
10143,C010144,Sibusiso Mabena,Individual,Gauteng,Centurion,2019-10-01,19575.57
10144,C010145,Mpho Dlamini,Individual,Gauteng,Midrand,2018-11-22,3925.55
10145,C010146,Precious Ngcobo,Business,Gauteng,Johannesburg,2024-07-09,14944.89
10146,C010147,Phumzile Cele,Individual,Limpopo,Thohoyandou,2018-12-28,16154.34
10147,C010148,Themba Moyo,Individual,Gauteng,Johannesburg,2025-08-08,8109.25
10148,C010149,Kagiso Mokoena,Individual,Western Cape,Stellenbosch,2024-02-08,12982.88
10149,C010150,Dumisani Molefe,Individual,Kwazulu-Natal,Umhlanga,2025-06-22,30617.65
10150,C010151,Tshepo Mkhize,Individual,Gauteng,Johannesburg,2018-07-05,6503.65
10151,C010152,Mpho Khumalo,Business,Gauteng,Pretoria,2020-12-18,10990.76
10152,C010153,Zanele Ndlovu,Individual,Eastern Cape,Mthatha,2022-09-28,25812.18
10153,C010154,Themba Cele,Individual,Kwazulu-Natal,Newcastle,2020-09-30,197036.24
10154,C010155,Precious Molefe,Individual,Limpopo,Thohoyandou,2024-03-01,11585.95
10155,C010156,Nomsa Jacobs,Individual,Kwazulu-Natal,Unknown,2018-09-27,3550.81
10156,C010157,Sipho Mthembu,Individual,Eastern Cape,Gqeberha,2025-06-23,3346.01
10157,C010158,Sibusiso Dlamini,Individual,Kwazulu-Natal,Pietermaritzburg,2021-08-27,88021.48
10158,C010159,Kabelo Molefe,Business,Gauteng,Midrand,2020-11-02,7381.24
10159,C010160,Lindelwa Van Wyk,Business,Western Cape,George,2020-01-07,2170.23
10160,C010161,Nokuthula Mkhize,Individual,Kwazulu-Natal,Newcastle,2023-01-19,25384.42
10161,C010162,Ayanda Nkosi,Enterprise,Eastern Cape,Gqeberha,2025-07-17,9114.15
10162,C010163,Bongani Naidoo,Business,Kwazulu-Natal,Newcastle,2025-01-30,34204.58
10163,C010164,Kagiso Pillay,Enterprise,Kwazulu-Natal,Pietermaritzburg,2022-12-27,5074.84
10164,C010165,Bongani Ngcobo,Business,Gauteng,Pretoria,2022-10-29,9247.62
10165,C010166,Bongani Mokoena,Business,Kwazulu-Natal,Pietermaritzburg,2020-05-13,5811.57
10166,C010167,Sibusiso Mahlangu,Individual,Gauteng,Sandton,2018-05-04,22440.87
10167,C010168,Lerato Van Wyk,Individual,Western Cape,George,2021-07-02,27905.63
10168,C010169,Nokuthula Jacobs,Business,Kwazulu-Natal,Newcastle,2025-11-17,25178.62
10169,C010170,Phumzile Mahlangu,Individual,Eastern Cape,East London,2021-06-15,29092.29
10170,C010171,Sipho Maseko,Individual,Gauteng,Midrand,2020-10-05,17680.52
10171,C010172,Bongani Mokoena,Individual,Mpumalanga,Witbank,2018-07-20,1356.5
10172,C010173,Themba Mokoena,Individual,Western Cape,Paarl,2019-12-30,4837.73
10173,C010174,Amanda Dlamini,Business,Kwazulu-Natal,Pietermaritzburg,2018-07-19,12842.48
10174,C010175,Dumisani Mthembu,Individual,Limpopo,Tzaneen,2024-01-26,7896.56
10175,C010176,Bongani Zulu,Individual,Western Cape,Worcester,2019-06-03,9724.26
10176,C010177,Siyabonga Ndlovu,Individual,Western Cape,Worcester,2020-08-04,235884.67
10177,C010178,Phumzile Sithole,Enterprise,Gauteng,Soweto,2024-07-21,808349.43
10178,C010179,Mandla Ndlovu,Individual,Free State,Welkom,2018-07-11,8435.2
10179,C010180,Nandi Dlamini,Individual,Gauteng,Pretoria,2022-03-31,91801.67
10180,C010181,Mandla Mkhize,Individual,Kwazulu-Natal,Durban,2019-02-10,11472.47
10181,C010182,Bongani Mkhize,Business,Western Cape,Bellville,2020-06-30,80511.56
10182,C010183,Thabo Botha,Individual,Kwazulu-Natal,Newcastle,2022-05-01,68717.9
10183,C010184,Siyabonga Ngcobo,Business,Gauteng,Johannesburg,2019-06-02,25114.68
10184,C010185,Mandla Van Wyk,Individual,Gauteng,Soweto,2024-10-01,13051.47
10185,C010186,Sibusiso Cele,Individual,Western Cape,Paarl,2020-03-03,69652.69
10186,C010187,Precious Nkosi,Individual,Gauteng,Pretoria,2022-11-23,2801.4
10187,C010188,Zanele Khumalo,Individual,Western Cape,Paarl,2022-07-24,70328.59
10188,C010189,Sipho Cele,Business,Western Cape,Stellenbosch,2018-11-21,1442.49
10189,C010190,Dumisani Sithole,Individual,North West,Potchefstroom,2021-02-03,55343.01
10190,C010191,Thabo Mabena,Individual,Mpumalanga,Middelburg,2023-10-11,107008.28
10191,C010192,Busisiwe Moyo,Individual,Kwazulu-Natal,Newcastle,2019-02-11,8305.04
10192,C010193,Thabo Ndlovu,Individual,Eastern Cape,Gqeberha,2020-09-09,46310.19
10193,C010194,Lindelwa Mahlangu,Individual,Eastern Cape,Gqeberha,2024-06-03,4375.28
10194,C010195,Kabelo Khumalo,Individual,Western Cape,Unknown,2022-08-13,7819.53
10195,C010196,Karabo Botha,Business,Kwazulu-Natal,Newcastle,2024-02-13,16417.54
10196,C010197,Tshepo Mabena,Individual,Western Cape,Stellenbosch,2025-04-28,4468.85
10197,C010198,Mandla Mthembu,Individual,Kwazulu-Natal,Richards Bay,2021-01-04,732.13
10198,C010199,Dumisani Botha,Individual,Western Cape,George,2025-04-06,11667.96
10199,C010200,Nokuthula Mthembu,Individual,Gauteng,Midrand,2018-06-14,775.23
10200,C010201,Mpho Williams,Individual,Eastern Cape,East London,2018-11-04,9806.7
10201,C010202,Kagiso Moyo,Individual,Gauteng,Soweto,2023-12-25,52711.91
10202,C010203,Mandla Mabena,Individual,Kwazulu-Natal,Pietermaritzburg,2018-11-09,17951.9
10203,C010204,Nandi Pillay,Individual,Western Cape,Bellville,2021-08-07,183075.66
10204,C010205,Karabo Dlamini,Individual,Gauteng,Midrand,2020-01-14,95690.8
10205,C010206,Thabo Pillay,Individual,Eastern Cape,Grahamstown,2025-04-26,10043.99
10206,C010207,Nokuthula Khumalo,Business,Western Cape,George,2021-01-02,17464.9
10207,C010208,Tshepo Ngcobo,Individual,Mpumalanga,Middelburg,2025-09-13,36251.81
10208,C010209,Siyabonga Mabena,Individual,Eastern Cape,East London,2018-10-27,30451.29
10209,C010210,Mandla Williams,Individual,Northern Cape,Kuruman,2020-02-18,17786.74
10210,C010211,Mpho Williams,Individual,Western Cape,Paarl,2025-07-01,5932.94
10211,C010212,Precious Modise,Business,Gauteng,Johannesburg,2019-11-28,61669.53
10212,C010213,Nokuthula Williams,Business,Free State,Welkom,2024-02-14,2259.1
10213,C010214,Ayanda Ndlovu,Individual,Gauteng,Centurion,2025-08-28,1713.09
10214,C010215,Mandla Jacobs,Individual,Gauteng,Johannesburg,2025-05-04,20229.98
10215,C010216,Nandi Mokoena,Business,Gauteng,Pretoria,2020-08-22,8301.91
10216,C010217,Kagiso Modise,Individual,Western Cape,Bellville,2024-06-26,959.15
10217,C010218,Themba Van Wyk,Individual,Mpumalanga,Witbank,2022-08-19,39569.86
10218,C010219,Lindelwa Zulu,Individual,Gauteng,Centurion,2025-03-09,2653.58
10219,C010220,Mandla Ndlovu,Business,Mpumalanga,Witbank,2019-07-17,1862.75
10220,C010221,Sibusiso Maseko,Individual,Mpumalanga,Mbombela,2024-01-05,32895.12
10221,C010222,Ayanda Mahlangu,Business,Gauteng,Centurion,2022-04-15,15705.53
10222,C010223,Bongani Van Wyk,Individual,Kwazulu-Natal,Pietermaritzburg,2024-10-08,35671.53
10223,C010224,Tshepo Ndlovu,Business,Eastern Cape,Grahamstown,2025-02-26,11516.07
10224,C010225,Siyabonga Nkosi,Business,Kwazulu-Natal,Newcastle,2022-09-06,51080.79
10225,C010226,Siyabonga Sithole,Business,Kwazulu-Natal,Umhlanga,2018-07-27,18037.77
10226,C010227,Sibusiso Khumalo,Individual,Gauteng,Johannesburg,2024-01-08,29911.77
10227,C010228,Phumzile Ngcobo,Individual,Northern Cape,Upington,2023-12-04,30527.74
10228,C010229,Sipho Modise,Individual,Western Cape,Cape Town,2020-01-17,13866.51
10229,C010230,Sipho Mokoena,Individual,Gauteng,Johannesburg,2022-03-22,10240.81
10230,C010231,Thabo Ngcobo,Individual,Gauteng,Midrand,2020-07-05,8717.66
10231,C010232,Phumzile Ndlovu,Individual,Kwazulu-Natal,Richards Bay,2020-04-12,9292.16
10232,C010233,Ayanda Pillay,Business,Free State,Welkom,2019-04-21,4108.37
10233,C010234,Tshepo Ngcobo,Individual,Kwazulu-Natal,Newcastle,2019-10-11,67227.98
10234,C010235,Mandla Mabena,Enterprise,Western Cape,Bellville,2026-02-12,9260.38
10235,C010236,Amanda Mabena,Business,Western Cape,Stellenbosch,2025-09-16,4802.03
10236,C010237,Phumzile Pillay,Individual,Limpopo,Polokwane,2025-03-21,6343.8
10237,C010238,Lerato Adams,Individual,Western Cape,Paarl,2018-12-14,3129.46
10238,C010239,Bongani Moyo,Business,Free State,Bloemfontein,2018-10-31,7047.95
10239,C010240,Themba Adams,Individual,Gauteng,Soweto,2025-10-13,10879.63
10240,C010241,Lindelwa Van Wyk,Individual,Free State,Bloemfontein,2021-09-24,10420.92
10241,C010242,Tshepo Ndlovu,Individual,Free State,Bloemfontein,2019-02-08,15763.99
10242,C010243,Busisiwe Mthembu,Individual,Gauteng,Centurion,2020-06-28,50036.97
10243,C010244,Nandi Ngcobo,Individual,Mpumalanga,Middelburg,2024-07-31,21481.23
10244,C010245,Sipho Khumalo,Business,Gauteng,Soweto,2023-11-22,17175.08
10245,C010246,Bongani Van Wyk,Individual,Gauteng,Sandton,2022-12-16,44034.85
10246,C010247,Lwazi Van Wyk,Individual,Eastern Cape,Grahamstown,2020-03-28,5843.17
10247,C010248,Busisiwe Naidoo,Individual,Eastern Cape,East London,2023-07-21,8603.28
10248,C010249,Amanda Cele,Individual,Gauteng,Soweto,2020-03-14,6445.7
10249,C010250,Busisiwe Van Wyk,Business,Western Cape,Cape Town,2021-07-02,585.54
10250,C010251,Kagiso Mkhize,Individual,Gauteng,Johannesburg,2024-02-07,16599.74
10251,C010252,Lerato Modise,Enterprise,Kwazulu-Natal,Richards Bay,2023-02-22,2898.39
10252,C010253,Karabo Botha,Individual,Western Cape,Cape Town,2019-01-05,18832.32
10253,C010254,Bongani Mahlangu,Business,Eastern Cape,East London,2018-07-31,9313.79
10254,C010255,Nomsa Pillay,Individual,Kwazulu-Natal,Richards Bay,2023-01-08,7199.18
10255,C010256,Mpho Khumalo,Individual,Gauteng,Centurion,2021-01-22,10020.84
10256,C010257,Amanda Ndlovu,Business,Western Cape,Worcester,2021-06-06,24167.4
10257,C010258,Kabelo Mthembu,Individual,Western Cape,George,2023-09-13,34005.74
10258,C010259,Themba Moyo,Individual,Gauteng,Soweto,2024-10-16,8641.69
10259,C010260,Dumisani Khumalo,Business,Gauteng,Soweto,2022-01-05,45211.39
